,ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind
41208,AL032000,ALBERTO,20000813,600,  ,HU,38.0N,50.3W,95
41209,AL032000,ALBERTO,20000813,1200,  ,HU,38.4N,48.3W,85
41210,AL032000,ALBERTO,20000813,1800,  ,HU,38.8N,46.3W,75
41211,AL032000,ALBERTO,20000814,0,  ,HU,39.0N,44.2W,65
41230,AL032000,ALBERTO,20000818,1800,  ,HU,34.7N,48.0W,65
41231,AL032000,ALBERTO,20000819,0,  ,HU,34.9N,48.1W,75
41232,AL032000,ALBERTO,20000819,600,  ,HU,35.3N,48.2W,80
41233,AL032000,ALBERTO,20000819,1200,  ,HU,35.6N,48.2W,85
41234,AL032000,ALBERTO,20000819,1800,  ,HU,36.0N,48.2W,90
41235,AL032000,ALBERTO,20000820,0,  ,HU,36.4N,48.1W,90
41236,AL032000,ALBERTO,20000820,600,  ,HU,36.7N,48.0W,90
41237,AL032000,ALBERTO,20000820,1200,  ,HU,37.1N,47.9W,85
41238,AL032000,ALBERTO,20000820,1800,  ,HU,37.4N,47.7W,85
41239,AL032000,ALBERTO,20000821,0,  ,HU,37.9N,47.5W,85
41240,AL032000,ALBERTO,20000821,600,  ,HU,38.3N,47.3W,80
41241,AL032000,ALBERTO,20000821,1200,  ,HU,38.9N,47.2W,80
41242,AL032000,ALBERTO,20000821,1800,  ,HU,40.0N,46.7W,80
41243,AL032000,ALBERTO,20000822,0,  ,HU,41.2N,45.9W,75
41244,AL032000,ALBERTO,20000822,600,  ,HU,42.6N,45.4W,75
41245,AL032000,ALBERTO,20000822,1200,  ,HU,44.0N,44.0W,70
41246,AL032000,ALBERTO,20000822,1800,  ,HU,46.1N,42.1W,65
41247,AL032000,ALBERTO,20000823,0,  ,HU,48.3N,39.5W,65
41294,AL072000,DEBBY,20000821,600,  ,HU,15.4N,54.0W,65
41295,AL072000,DEBBY,20000821,1200,  ,HU,15.7N,56.3W,75
41296,AL072000,DEBBY,20000821,1800,  ,HU,16.1N,58.5W,75
41297,AL072000,DEBBY,20000822,0,  ,HU,16.8N,60.1W,70
41298,AL072000,DEBBY,20000822,300, P,HU,17.1N,60.9W,70
41299,AL072000,DEBBY,20000822,600, L,HU,17.5N,61.7W,65
41300,AL072000,DEBBY,20000822,915, L,HU,17.9N,62.8W,65
41301,AL072000,DEBBY,20000822,1200,  ,HU,18.1N,63.5W,65
41302,AL072000,DEBBY,20000822,1500, L,HU,18.5N,64.4W,65
41303,AL072000,DEBBY,20000822,1800,  ,HU,18.8N,65.4W,65
41304,AL072000,DEBBY,20000823,0,  ,HU,19.2N,66.7W,65
41305,AL072000,DEBBY,20000823,600,  ,HU,19.5N,68.1W,65
41331,AL102000,FLORENCE,20000911,1800,  ,HU,30.1N,72.6W,65
41332,AL102000,FLORENCE,20000912,0,  ,HU,30.1N,72.7W,65
41335,AL102000,FLORENCE,20000912,1800,  ,HU,30.6N,73.3W,65
41336,AL102000,FLORENCE,20000913,0,  ,HU,30.8N,73.7W,65
41337,AL102000,FLORENCE,20000913,600,  ,HU,30.7N,74.0W,65
41348,AL102000,FLORENCE,20000916,0,  ,HU,30.8N,67.5W,65
41349,AL102000,FLORENCE,20000916,600,  ,HU,32.6N,66.1W,65
41350,AL102000,FLORENCE,20000916,1200,  ,HU,34.3N,64.2W,65
41351,AL102000,FLORENCE,20000916,1800,  ,HU,36.1N,61.8W,70
41366,AL112000,GORDON,20000917,0,  ,HU,25.2N,85.4W,65
41367,AL112000,GORDON,20000917,600,  ,HU,26.1N,84.9W,70
41368,AL112000,GORDON,20000917,1200,  ,HU,27.1N,84.3W,65
41369,AL112000,GORDON,20000917,1800,  ,HU,28.0N,83.8W,65
41435,AL132000,ISAAC,20000923,1200,  ,HU,14.3N,33.2W,70
41436,AL132000,ISAAC,20000923,1800,  ,HU,14.6N,34.2W,85
41437,AL132000,ISAAC,20000924,0,  ,HU,14.9N,35.0W,105
41438,AL132000,ISAAC,20000924,600,  ,HU,15.1N,35.8W,100
41439,AL132000,ISAAC,20000924,1200,  ,HU,15.5N,36.8W,100
41440,AL132000,ISAAC,20000924,1800,  ,HU,15.8N,37.8W,100
41441,AL132000,ISAAC,20000925,0,  ,HU,16.3N,38.6W,95
41442,AL132000,ISAAC,20000925,600,  ,HU,16.7N,39.5W,95
41443,AL132000,ISAAC,20000925,1200,  ,HU,17.2N,40.4W,90
41444,AL132000,ISAAC,20000925,1800,  ,HU,17.6N,41.2W,90
41445,AL132000,ISAAC,20000926,0,  ,HU,17.9N,42.0W,90
41446,AL132000,ISAAC,20000926,600,  ,HU,18.3N,42.9W,85
41447,AL132000,ISAAC,20000926,1200,  ,HU,18.6N,43.9W,75
41448,AL132000,ISAAC,20000926,1800,  ,HU,19.1N,45.0W,75
41449,AL132000,ISAAC,20000927,0,  ,HU,19.6N,46.0W,80
41450,AL132000,ISAAC,20000927,600,  ,HU,20.4N,47.0W,85
41451,AL132000,ISAAC,20000927,1200,  ,HU,21.0N,48.1W,90
41452,AL132000,ISAAC,20000927,1800,  ,HU,21.9N,49.5W,95
41453,AL132000,ISAAC,20000928,0,  ,HU,22.8N,50.6W,100
41454,AL132000,ISAAC,20000928,600,  ,HU,23.8N,52.0W,105
41455,AL132000,ISAAC,20000928,1200,  ,HU,25.0N,52.9W,110
41456,AL132000,ISAAC,20000928,1800,  ,HU,26.6N,54.2W,120
41457,AL132000,ISAAC,20000929,0,  ,HU,28.0N,55.1W,115
41458,AL132000,ISAAC,20000929,600,  ,HU,29.7N,55.9W,110
41459,AL132000,ISAAC,20000929,1200,  ,HU,31.2N,56.2W,105
41460,AL132000,ISAAC,20000929,1800,  ,HU,32.9N,55.9W,90
41461,AL132000,ISAAC,20000930,0,  ,HU,34.4N,55.2W,85
41462,AL132000,ISAAC,20000930,600,  ,HU,35.7N,54.0W,80
41463,AL132000,ISAAC,20000930,1200,  ,HU,37.0N,51.8W,75
41464,AL132000,ISAAC,20000930,1800,  ,HU,38.3N,49.8W,70
41465,AL132000,ISAAC,20001001,0,  ,HU,39.7N,47.9W,65
41487,AL142000,JOYCE,20000927,1200,  ,HU,12.4N,38.8W,65
41488,AL142000,JOYCE,20000927,1800,  ,HU,12.5N,40.1W,70
41489,AL142000,JOYCE,20000928,0,  ,HU,12.4N,41.3W,75
41490,AL142000,JOYCE,20000928,600,  ,HU,12.2N,42.5W,80
41491,AL142000,JOYCE,20000928,1200,  ,HU,11.7N,43.8W,80
41492,AL142000,JOYCE,20000928,1800,  ,HU,11.3N,45.0W,75
41493,AL142000,JOYCE,20000929,0,  ,HU,10.9N,46.1W,75
41494,AL142000,JOYCE,20000929,600,  ,HU,10.7N,47.2W,70
41495,AL142000,JOYCE,20000929,1200,  ,HU,10.5N,48.6W,65
41514,AL152000,KEITH,20000930,1200,  ,HU,17.9N,86.4W,65
41515,AL152000,KEITH,20000930,1800,  ,HU,17.9N,86.7W,75
41516,AL152000,KEITH,20001001,0,  ,HU,17.9N,86.9W,100
41517,AL152000,KEITH,20001001,600,  ,HU,17.9N,87.2W,120
41518,AL152000,KEITH,20001001,700, I,HU,17.9N,87.3W,120
41519,AL152000,KEITH,20001001,1200,  ,HU,17.9N,87.4W,115
41520,AL152000,KEITH,20001001,1800,  ,HU,17.9N,87.7W,110
41521,AL152000,KEITH,20001002,0,  ,HU,17.8N,87.9W,100
41522,AL152000,KEITH,20001002,600,  ,HU,17.6N,87.8W,80
41523,AL152000,KEITH,20001002,1200,  ,HU,17.7N,87.8W,70
41524,AL152000,KEITH,20001002,1800,  ,HU,17.7N,87.9W,65
41525,AL152000,KEITH,20001002,2300, L,HU,17.9N,88.0W,65
41536,AL152000,KEITH,20001005,600,  ,HU,21.2N,96.1W,65
41537,AL152000,KEITH,20001005,1200,  ,HU,21.8N,97.0W,75
41538,AL152000,KEITH,20001005,1800, L,HU,22.6N,97.9W,80
41577,AL172000,MICHAEL,20001017,1800,  ,HU,30.1N,70.9W,65
41578,AL172000,MICHAEL,20001018,0,  ,HU,30.4N,70.9W,65
41579,AL172000,MICHAEL,20001018,600,  ,HU,30.8N,70.8W,65
41580,AL172000,MICHAEL,20001018,1200,  ,HU,31.5N,70.4W,65
41581,AL172000,MICHAEL,20001018,1800,  ,HU,32.6N,69.5W,70
41582,AL172000,MICHAEL,20001019,0,  ,HU,34.2N,67.8W,75
41583,AL172000,MICHAEL,20001019,600,  ,HU,36.3N,65.5W,65
41584,AL172000,MICHAEL,20001019,1200,  ,HU,39.8N,61.6W,75
41585,AL172000,MICHAEL,20001019,1800,  ,HU,44.0N,58.5W,85
41801,AL062001,ERIN,20010909,0,  ,HU,29.7N,60.4W,75
41802,AL062001,ERIN,20010909,600,  ,HU,30.6N,61.3W,90
41803,AL062001,ERIN,20010909,1200,  ,HU,31.5N,62.2W,95
41804,AL062001,ERIN,20010909,1800,  ,HU,32.4N,62.8W,105
41805,AL062001,ERIN,20010910,0,  ,HU,33.3N,63.3W,105
41806,AL062001,ERIN,20010910,600,  ,HU,34.2N,64.1W,105
41807,AL062001,ERIN,20010910,1200,  ,HU,34.9N,64.7W,100
41808,AL062001,ERIN,20010910,1800,  ,HU,35.7N,65.4W,90
41809,AL062001,ERIN,20010911,0,  ,HU,36.4N,65.7W,80
41810,AL062001,ERIN,20010911,600,  ,HU,36.9N,65.9W,80
41811,AL062001,ERIN,20010911,1200,  ,HU,37.4N,65.6W,80
41812,AL062001,ERIN,20010911,1800,  ,HU,37.8N,65.1W,80
41813,AL062001,ERIN,20010912,0,  ,HU,38.0N,64.3W,80
41814,AL062001,ERIN,20010912,600,  ,HU,38.0N,63.3W,75
41815,AL062001,ERIN,20010912,1200,  ,HU,37.9N,62.6W,75
41816,AL062001,ERIN,20010912,1800,  ,HU,37.9N,62.0W,75
41817,AL062001,ERIN,20010913,0,  ,HU,38.1N,61.4W,75
41818,AL062001,ERIN,20010913,600,  ,HU,38.3N,61.0W,70
41819,AL062001,ERIN,20010913,1200,  ,HU,38.8N,60.6W,70
41820,AL062001,ERIN,20010913,1800,  ,HU,39.6N,60.2W,70
41821,AL062001,ERIN,20010914,0,  ,HU,40.6N,59.3W,70
41822,AL062001,ERIN,20010914,600,  ,HU,42.0N,58.1W,65
41823,AL062001,ERIN,20010914,1200,  ,HU,43.3N,56.7W,65
41824,AL062001,ERIN,20010914,1800,  ,HU,44.7N,55.2W,65
41855,AL072001,FELIX,20010913,0,  ,HU,23.9N,48.9W,65
41856,AL072001,FELIX,20010913,600,  ,HU,24.8N,48.6W,75
41857,AL072001,FELIX,20010913,1200,  ,HU,25.9N,48.4W,85
41858,AL072001,FELIX,20010913,1800,  ,HU,27.1N,48.0W,95
41859,AL072001,FELIX,20010914,0,  ,HU,28.2N,47.2W,100
41860,AL072001,FELIX,20010914,600,  ,HU,29.3N,46.6W,100
41861,AL072001,FELIX,20010914,1200,  ,HU,30.1N,45.5W,95
41862,AL072001,FELIX,20010914,1800,  ,HU,30.9N,44.3W,90
41863,AL072001,FELIX,20010915,0,  ,HU,31.2N,42.8W,90
41864,AL072001,FELIX,20010915,600,  ,HU,31.5N,41.4W,90
41865,AL072001,FELIX,20010915,1200,  ,HU,31.7N,39.5W,90
41866,AL072001,FELIX,20010915,1800,  ,HU,32.1N,37.6W,85
41867,AL072001,FELIX,20010916,0,  ,HU,32.1N,36.0W,85
41868,AL072001,FELIX,20010916,600,  ,HU,32.6N,34.8W,80
41869,AL072001,FELIX,20010916,1200,  ,HU,33.4N,33.3W,75
41870,AL072001,FELIX,20010916,1800,  ,HU,34.3N,32.4W,70
41871,AL072001,FELIX,20010917,0,  ,HU,35.1N,32.0W,70
41872,AL072001,FELIX,20010917,600,  ,HU,35.4N,31.7W,65
41901,AL082001,GABRIELLE,20010917,0,  ,HU,33.1N,70.7W,65
41902,AL082001,GABRIELLE,20010917,600,  ,HU,34.0N,68.5W,65
41903,AL082001,GABRIELLE,20010917,1200,  ,HU,35.3N,66.6W,70
41904,AL082001,GABRIELLE,20010917,1800,  ,HU,36.2N,64.7W,70
41933,AL102001,HUMBERTO,20010923,1200,  ,HU,31.0N,67.5W,65
41934,AL102001,HUMBERTO,20010923,1800,  ,HU,31.9N,67.4W,80
41935,AL102001,HUMBERTO,20010924,0,  ,HU,32.8N,67.1W,85
41936,AL102001,HUMBERTO,20010924,600,  ,HU,33.8N,66.8W,75
41937,AL102001,HUMBERTO,20010924,1200,  ,HU,35.0N,66.3W,70
41938,AL102001,HUMBERTO,20010924,1800,  ,HU,35.9N,65.4W,70
41939,AL102001,HUMBERTO,20010925,0,  ,HU,36.8N,64.3W,65
41940,AL102001,HUMBERTO,20010925,600,  ,HU,37.7N,63.4W,65
41941,AL102001,HUMBERTO,20010925,1200,  ,HU,38.5N,62.4W,65
41942,AL102001,HUMBERTO,20010925,1800,  ,HU,39.2N,61.6W,65
41943,AL102001,HUMBERTO,20010926,0,  ,HU,39.6N,60.7W,65
41944,AL102001,HUMBERTO,20010926,600,  ,HU,40.4N,60.3W,75
41945,AL102001,HUMBERTO,20010926,1200,  ,HU,41.0N,59.2W,90
41946,AL102001,HUMBERTO,20010926,1800,  ,HU,41.8N,57.5W,80
41947,AL102001,HUMBERTO,20010927,0,  ,HU,42.2N,54.6W,70
41948,AL102001,HUMBERTO,20010927,600,  ,HU,42.4N,51.3W,65
41960,AL112001,IRIS,20011006,1800,  ,HU,16.9N,72.2W,65
41961,AL112001,IRIS,20011007,0,  ,HU,16.9N,74.0W,75
41962,AL112001,IRIS,20011007,600,  ,HU,16.9N,75.3W,75
41963,AL112001,IRIS,20011007,1200,  ,HU,17.3N,77.0W,75
41964,AL112001,IRIS,20011007,1800,  ,HU,17.4N,78.9W,75
41965,AL112001,IRIS,20011008,0,  ,HU,17.3N,80.6W,80
41966,AL112001,IRIS,20011008,600,  ,HU,17.2N,82.3W,90
41967,AL112001,IRIS,20011008,1200,  ,HU,17.1N,84.0W,120
41968,AL112001,IRIS,20011008,1800,  ,HU,16.8N,86.0W,115
41969,AL112001,IRIS,20011009,0,  ,HU,16.5N,88.0W,125
41970,AL112001,IRIS,20011009,200, L,HU,16.3N,88.4W,125
41993,AL132001,KAREN,20011013,1800,  ,HU,37.3N,64.6W,65
41994,AL132001,KAREN,20011014,0,  ,HU,37.9N,64.0W,65
41995,AL132001,KAREN,20011014,600,  ,HU,38.6N,63.7W,70
42033,AL152001,MICHELLE,20011102,1200,  ,HU,17.8N,84.0W,70
42034,AL152001,MICHELLE,20011102,1800,  ,HU,18.0N,84.0W,80
42035,AL152001,MICHELLE,20011103,0,  ,HU,18.5N,84.0W,90
42036,AL152001,MICHELLE,20011103,600,  ,HU,18.8N,84.3W,105
42037,AL152001,MICHELLE,20011103,1200,  ,HU,18.9N,84.3W,115
42038,AL152001,MICHELLE,20011103,1800,  ,HU,19.3N,84.1W,110
42039,AL152001,MICHELLE,20011104,0,  ,HU,19.7N,83.7W,115
42040,AL152001,MICHELLE,20011104,600,  ,HU,20.1N,83.3W,120
42041,AL152001,MICHELLE,20011104,1200,  ,HU,20.8N,82.5W,120
42042,AL152001,MICHELLE,20011104,1800, L,HU,21.5N,81.8W,120
42043,AL152001,MICHELLE,20011104,2300, L,HU,22.1N,81.2W,115
42044,AL152001,MICHELLE,20011105,0,  ,HU,22.3N,80.9W,105
42045,AL152001,MICHELLE,20011105,600,  ,HU,23.1N,79.7W,80
42046,AL152001,MICHELLE,20011105,1200, L,HU,24.3N,78.0W,80
42047,AL152001,MICHELLE,20011105,1800, L,HU,25.4N,76.4W,75
42058,AL162001,NOEL,20011105,1200,  ,HU,37.8N,50.3W,65
42059,AL162001,NOEL,20011105,1800,  ,HU,38.8N,50.2W,65
42077,AL172001,OLGA,20011126,1200,  ,HU,30.6N,55.9W,65
42078,AL172001,OLGA,20011126,1800,  ,HU,31.1N,56.0W,65
42079,AL172001,OLGA,20011127,0,  ,HU,32.1N,56.2W,75
42080,AL172001,OLGA,20011127,600,  ,HU,32.6N,57.0W,80
42081,AL172001,OLGA,20011127,1200,  ,HU,31.5N,57.2W,80
42082,AL172001,OLGA,20011127,1800,  ,HU,32.0N,56.0W,75
42083,AL172001,OLGA,20011128,0,  ,HU,32.3N,55.8W,75
42084,AL172001,OLGA,20011128,600,  ,HU,32.6N,55.7W,75
42085,AL172001,OLGA,20011128,1200,  ,HU,32.4N,56.2W,75
42086,AL172001,OLGA,20011128,1800,  ,HU,31.4N,57.0W,70
42087,AL172001,OLGA,20011129,0,  ,HU,30.3N,57.6W,65
42254,AL082002,GUSTAV,20020911,1200,  ,HU,38.0N,70.8W,70
42255,AL082002,GUSTAV,20020911,1800,  ,HU,40.3N,66.8W,85
42256,AL082002,GUSTAV,20020912,0,  ,HU,43.1N,62.8W,80
42257,AL082002,GUSTAV,20020912,400, P,HU,45.3N,60.8W,80
42258,AL082002,GUSTAV,20020912,430, L,HU,45.6N,60.4W,80
42259,AL082002,GUSTAV,20020912,600,  ,HU,46.5N,59.6W,75
42260,AL082002,GUSTAV,20020912,900, L,HU,47.6N,58.6W,65
42309,AL102002,ISIDORE,20020919,1800,  ,HU,20.4N,81.7W,65
42310,AL102002,ISIDORE,20020920,0,  ,HU,20.7N,82.3W,75
42311,AL102002,ISIDORE,20020920,600,  ,HU,21.1N,83.0W,90
42312,AL102002,ISIDORE,20020920,1200,  ,HU,21.5N,83.5W,85
42313,AL102002,ISIDORE,20020920,1800,  ,HU,21.8N,84.0W,75
42314,AL102002,ISIDORE,20020920,2100, L,HU,22.0N,84.1W,75
42315,AL102002,ISIDORE,20020921,0,  ,HU,22.1N,84.3W,75
42316,AL102002,ISIDORE,20020921,600,  ,HU,22.3N,85.1W,85
42317,AL102002,ISIDORE,20020921,1200,  ,HU,22.0N,85.8W,100
42318,AL102002,ISIDORE,20020921,1800,  ,HU,21.9N,86.1W,110
42319,AL102002,ISIDORE,20020922,0,  ,HU,22.1N,86.5W,110
42320,AL102002,ISIDORE,20020922,600,  ,HU,22.0N,87.4W,110
42321,AL102002,ISIDORE,20020922,1200,  ,HU,21.9N,88.2W,110
42322,AL102002,ISIDORE,20020922,1800,  ,HU,21.6N,88.9W,110
42323,AL102002,ISIDORE,20020922,2100, L,HU,21.3N,89.3W,110
42324,AL102002,ISIDORE,20020923,0,  ,HU,21.0N,89.4W,100
42325,AL102002,ISIDORE,20020923,600,  ,HU,20.6N,89.6W,70
42373,AL122002,KYLE,20020925,1800,  ,HU,29.0N,55.3W,65
42374,AL122002,KYLE,20020926,0,  ,HU,28.6N,56.6W,65
42375,AL122002,KYLE,20020926,600,  ,HU,28.2N,57.5W,70
42376,AL122002,KYLE,20020926,1200,  ,HU,27.9N,58.3W,75
42377,AL122002,KYLE,20020926,1800,  ,HU,27.8N,59.0W,75
42378,AL122002,KYLE,20020927,0,  ,HU,27.5N,59.5W,75
42379,AL122002,KYLE,20020927,600,  ,HU,27.1N,60.0W,75
42380,AL122002,KYLE,20020927,1200,  ,HU,27.0N,60.4W,75
42381,AL122002,KYLE,20020927,1800,  ,HU,26.8N,60.8W,70
42382,AL122002,KYLE,20020928,0,  ,HU,26.5N,61.4W,70
42383,AL122002,KYLE,20020928,600,  ,HU,26.3N,62.3W,65
42478,AL132002,LILI,20020930,1200,  ,HU,19.6N,79.6W,65
42479,AL132002,LILI,20020930,1400, L,HU,19.7N,79.8W,65
42480,AL132002,LILI,20020930,1800,  ,HU,20.0N,80.3W,65
42481,AL132002,LILI,20021001,0,  ,HU,20.5N,81.1W,70
42482,AL132002,LILI,20021001,600,  ,HU,21.0N,82.2W,75
42483,AL132002,LILI,20021001,1100, L,HU,21.3N,83.0W,90
42484,AL132002,LILI,20021001,1200,  ,HU,21.6N,83.2W,90
42485,AL132002,LILI,20021001,1400, L,HU,22.1N,84.0W,90
42486,AL132002,LILI,20021001,1800,  ,HU,22.4N,84.4W,90
42487,AL132002,LILI,20021002,0,  ,HU,23.0N,85.7W,90
42488,AL132002,LILI,20021002,600,  ,HU,23.6N,87.2W,100
42489,AL132002,LILI,20021002,1200,  ,HU,24.4N,88.3W,110
42490,AL132002,LILI,20021002,1800,  ,HU,25.4N,89.5W,120
42491,AL132002,LILI,20021002,2013, I,HU,25.9N,89.9W,125
42492,AL132002,LILI,20021003,0,  ,HU,26.7N,90.3W,125
42493,AL132002,LILI,20021003,600,  ,HU,28.1N,91.4W,105
42494,AL132002,LILI,20021003,1200,  ,HU,29.2N,92.1W,80
42495,AL132002,LILI,20021003,1300, L,HU,29.5N,92.2W,80
42589,AL042003,CLAUDETTE,20030710,1200,  ,HU,17.5N,82.8W,70
42609,AL042003,CLAUDETTE,20030715,600,  ,HU,27.9N,94.6W,65
42610,AL042003,CLAUDETTE,20030715,1200,  ,HU,28.3N,95.5W,75
42611,AL042003,CLAUDETTE,20030715,1530, L,HU,28.3N,96.2W,80
42612,AL042003,CLAUDETTE,20030715,1800,  ,HU,28.6N,96.9W,70
42629,AL052003,DANNY,20030718,1800,  ,HU,39.2N,53.4W,65
42630,AL052003,DANNY,20030719,0,  ,HU,40.1N,51.7W,65
42631,AL052003,DANNY,20030719,600,  ,HU,41.1N,50.0W,65
42632,AL052003,DANNY,20030719,1200,  ,HU,42.1N,47.8W,65
42686,AL082003,ERIKA,20030816,1030, L,HU,25.3N,97.4W,65
42687,AL082003,ERIKA,20030816,1200,  ,HU,25.2N,97.6W,65
42703,AL102003,FABIAN,20030830,0,  ,HU,16.3N,45.6W,65
42704,AL102003,FABIAN,20030830,600,  ,HU,16.7N,46.9W,70
42705,AL102003,FABIAN,20030830,1200,  ,HU,17.0N,48.0W,85
42706,AL102003,FABIAN,20030830,1800,  ,HU,17.3N,49.2W,100
42707,AL102003,FABIAN,20030831,0,  ,HU,17.6N,50.3W,110
42708,AL102003,FABIAN,20030831,600,  ,HU,17.8N,51.4W,110
42709,AL102003,FABIAN,20030831,1200,  ,HU,18.0N,52.5W,110
42710,AL102003,FABIAN,20030831,1800,  ,HU,18.2N,53.5W,115
42711,AL102003,FABIAN,20030901,0,  ,HU,18.3N,54.3W,120
42712,AL102003,FABIAN,20030901,600,  ,HU,18.5N,55.3W,120
42713,AL102003,FABIAN,20030901,1200,  ,HU,18.7N,56.3W,120
42714,AL102003,FABIAN,20030901,1800,  ,HU,19.0N,57.3W,125
42715,AL102003,FABIAN,20030902,0,  ,HU,19.3N,58.3W,125
42716,AL102003,FABIAN,20030902,600,  ,HU,19.6N,59.2W,120
42717,AL102003,FABIAN,20030902,1200,  ,HU,20.1N,59.9W,120
42718,AL102003,FABIAN,20030902,1800,  ,HU,20.5N,60.7W,120
42719,AL102003,FABIAN,20030903,0,  ,HU,20.9N,61.3W,115
42720,AL102003,FABIAN,20030903,600,  ,HU,21.3N,61.8W,110
42721,AL102003,FABIAN,20030903,1200,  ,HU,21.9N,62.3W,110
42722,AL102003,FABIAN,20030903,1800,  ,HU,22.5N,62.8W,110
42723,AL102003,FABIAN,20030904,0,  ,HU,23.2N,63.0W,115
42724,AL102003,FABIAN,20030904,600,  ,HU,23.8N,63.3W,105
42725,AL102003,FABIAN,20030904,1200,  ,HU,24.8N,63.8W,105
42726,AL102003,FABIAN,20030904,1800,  ,HU,25.8N,64.3W,110
42727,AL102003,FABIAN,20030905,0,  ,HU,27.1N,64.6W,115
42728,AL102003,FABIAN,20030905,600,  ,HU,28.6N,65.1W,105
42729,AL102003,FABIAN,20030905,1200,  ,HU,30.1N,65.3W,105
42730,AL102003,FABIAN,20030905,1800,  ,HU,31.8N,65.3W,105
42731,AL102003,FABIAN,20030906,0,  ,HU,33.4N,64.7W,100
42732,AL102003,FABIAN,20030906,600,  ,HU,34.9N,64.0W,100
42733,AL102003,FABIAN,20030906,1200,  ,HU,36.0N,62.4W,100
42734,AL102003,FABIAN,20030906,1800,  ,HU,36.9N,60.4W,100
42735,AL102003,FABIAN,20030907,0,  ,HU,37.9N,58.2W,90
42736,AL102003,FABIAN,20030907,600,  ,HU,39.1N,55.7W,85
42737,AL102003,FABIAN,20030907,1200,  ,HU,40.6N,53.4W,80
42738,AL102003,FABIAN,20030907,1800,  ,HU,42.3N,50.7W,75
42739,AL102003,FABIAN,20030908,0,  ,HU,44.3N,47.9W,70
42740,AL102003,FABIAN,20030908,600,  ,HU,46.3N,44.7W,70
42741,AL102003,FABIAN,20030908,1200,  ,HU,48.7N,40.8W,65
42788,AL132003,ISABEL,20030907,1200,  ,HU,14.4N,37.3W,65
42789,AL132003,ISABEL,20030907,1800,  ,HU,15.2N,38.5W,70
42790,AL132003,ISABEL,20030908,0,  ,HU,15.8N,39.7W,80
42791,AL132003,ISABEL,20030908,600,  ,HU,16.5N,40.9W,95
42792,AL132003,ISABEL,20030908,1200,  ,HU,17.1N,42.0W,110
42793,AL132003,ISABEL,20030908,1800,  ,HU,17.6N,43.1W,110
42794,AL132003,ISABEL,20030909,0,  ,HU,18.2N,44.1W,115
42795,AL132003,ISABEL,20030909,600,  ,HU,18.9N,45.2W,115
42796,AL132003,ISABEL,20030909,1200,  ,HU,19.4N,46.3W,115
42797,AL132003,ISABEL,20030909,1800,  ,HU,20.0N,47.3W,115
42798,AL132003,ISABEL,20030910,0,  ,HU,20.5N,48.3W,110
42799,AL132003,ISABEL,20030910,600,  ,HU,20.9N,49.4W,110
42800,AL132003,ISABEL,20030910,1200,  ,HU,21.1N,50.4W,115
42801,AL132003,ISABEL,20030910,1800,  ,HU,21.1N,51.4W,120
42802,AL132003,ISABEL,20030911,0,  ,HU,21.2N,52.3W,125
42803,AL132003,ISABEL,20030911,600,  ,HU,21.3N,53.2W,125
42804,AL132003,ISABEL,20030911,1200,  ,HU,21.4N,54.0W,135
42805,AL132003,ISABEL,20030911,1800,  ,HU,21.5N,54.8W,145
42806,AL132003,ISABEL,20030912,0,  ,HU,21.6N,55.7W,140
42807,AL132003,ISABEL,20030912,600,  ,HU,21.7N,56.6W,140
42808,AL132003,ISABEL,20030912,1200,  ,HU,21.6N,57.4W,140
42809,AL132003,ISABEL,20030912,1800,  ,HU,21.7N,58.2W,140
42810,AL132003,ISABEL,20030913,0,  ,HU,21.8N,59.1W,135
42811,AL132003,ISABEL,20030913,600,  ,HU,21.9N,60.1W,130
42812,AL132003,ISABEL,20030913,1200,  ,HU,22.1N,61.0W,135
42813,AL132003,ISABEL,20030913,1800,  ,HU,22.5N,62.1W,140
42814,AL132003,ISABEL,20030914,0,  ,HU,22.9N,63.3W,135
42815,AL132003,ISABEL,20030914,600,  ,HU,23.2N,64.6W,135
42816,AL132003,ISABEL,20030914,1200,  ,HU,23.5N,65.8W,135
42817,AL132003,ISABEL,20030914,1800,  ,HU,23.9N,67.0W,140
42818,AL132003,ISABEL,20030915,0,  ,HU,24.3N,67.9W,130
42819,AL132003,ISABEL,20030915,600,  ,HU,24.5N,68.8W,125
42820,AL132003,ISABEL,20030915,1200,  ,HU,24.8N,69.4W,120
42821,AL132003,ISABEL,20030915,1800,  ,HU,25.3N,69.8W,115
42822,AL132003,ISABEL,20030916,0,  ,HU,25.7N,70.2W,105
42823,AL132003,ISABEL,20030916,600,  ,HU,26.3N,70.5W,100
42824,AL132003,ISABEL,20030916,1200,  ,HU,26.8N,70.9W,95
42825,AL132003,ISABEL,20030916,1800,  ,HU,27.4N,71.2W,95
42826,AL132003,ISABEL,20030917,0,  ,HU,28.1N,71.5W,95
42827,AL132003,ISABEL,20030917,600,  ,HU,28.9N,71.9W,95
42828,AL132003,ISABEL,20030917,1200,  ,HU,29.7N,72.5W,90
42829,AL132003,ISABEL,20030917,1800,  ,HU,30.6N,73.0W,90
42830,AL132003,ISABEL,20030918,0,  ,HU,31.5N,73.5W,90
42831,AL132003,ISABEL,20030918,600,  ,HU,32.5N,74.3W,90
42832,AL132003,ISABEL,20030918,1200,  ,HU,33.7N,75.2W,90
